bucket,deviceid,datatype,e,f,ap,ca,cb,cc,pf,rp,va,vb,vc
2025-03-20T23:15:00.000Z,METER-001,TCMData,10054.468717,50.002,967.272,4.209,4.524,4.98,0.934,370.035,225.651,235.89,218.129
2025-03-20T23:15:00.000Z,METER-002,TCMData,5027.300981,49.961,392.35,2.126,2.264,2.098,0.8042,290.016,238.206,220.592,218
2025-03-20T23:30:00.000Z,METER-001,TCMData,10054.717,50.043,993.134,4.577,4.881,4.369,0.9514,321.581,226.369,235.06,218.038
2025-03-20T23:30:00.000Z,METER-002,TCMData,5027.413962,50.01,451.924,2.687,1.956,1.87,0.9241,186.901,237.038,220.419,218.321
2025-03-20T23:45:00.000Z,METER-001,TCMData,10054.990244,49.972,1092.977,5.015,5.52,4.308,0.9755,246.715,225.354,236.057,218
2025-03-20T23:45:00.000Z,METER-002,TCMData,5027.501007,49.999,348.18,2.241,1.473,0.988,0.9869,57.023,237.749,219.675,218
2025-03-21T00:00:00.000Z,METER-001,TCMData,10055.221067,50.033,923.291,4.383,4.411,4.156,0.9431,325.557,225.862,235.881,218.644
2025-03-21T00:00:00.000Z,METER-002,TCMData,5027.624177,49.982,492.679,2.381,2.072,2.485,0.9477,165.944,237.484,218.938,218
2025-03-21T00:15:00.000Z,METER-001,TCMData,10055.473895,50.014,1011.312,4.714,4.415,4.687,0.97,253.341,225.409,235.524,218.181
2025-03-21T00:15:00.000Z,METER-002,TCMData,5027.768757,49.969,578.32,2.667,2.643,2.763,0.955,179.583,237.172,219.805,218.095
2025-03-21T00:30:00.000Z,METER-001,TCMData,10055.746689,50.038,1091.178,5.063,4.996,4.871,0.9682,282.124,226.591,234.842,218
2025-03-21T00:30:00.000Z,METER-002,TCMData,5027.891323,49.94,490.264,2.335,2.486,2.134,0.9402,177.662,236.276,219.225,219.251
2025-03-21T00:45:00.000Z,METER-001,TCMData,10055.986065,50.043,957.503,4.539,4.563,4.627,0.9229,399.426,227.016,235.107,218
2025-03-21T00:45:00.000Z,METER-002,TCMData,5028.022216,50.037,523.57,2.807,2.448,1.904,0.9767,115.143,236.245,218.827,218.893
2025-03-21T01:00:00.000Z,METER-001,TCMData,10056.237426,49.97,1005.444,4.333,4.757,4.91,0.9499,330.762,225.9,235.68,218.867
2025-03-21T01:00:00.000Z,METER-002,TCMData,5028.152652,50.045,521.742,2.778,2.344,2,0.9771,113.619,235.659,219.162,220.013
2025-03-21T01:15:00.000Z,METER-001,TCMData,10056.475392,50.003,951.864,4.07,4.148,4.806,0.968,246.639,226.629,234.881,218
2025-03-21T01:15:00.000Z,METER-002,TCMData,5028.241427,50.05,355.101,1.868,1.857,1.377,0.9286,141.887,235.655,218.213,220.658
2025-03-21T01:30:00.000Z,METER-001,TCMData,10056.722927,50.003,990.138,4.598,4.48,4.345,0.9774,213.982,227.438,233.761,218
2025-03-21T01:30:00.000Z,METER-002,TCMData,5028.366656,49.977,500.917,2.514,2.698,2.01,0.9275,201.923,235.563,218,219.551
2025-03-21T01:45:00.000Z,METER-001,TCMData,10056.965837,50.027,971.641,4.188,4.621,4.215,0.9875,155.191,226.967,234.956,218
2025-03-21T01:45:00.000Z,METER-002,TCMData,5028.47172,49.982,420.257,1.881,2.255,1.901,0.9302,165.883,235.258,218.454,219.757
2025-03-21T02:00:00.000Z,METER-001,TCMData,10057.203856,49.96,952.075,4.194,4.085,4.477,0.987,155.312,227.149,235.469,218
2025-03-21T02:00:00.000Z,METER-002,TCMData,5028.593837,49.986,488.468,2.003,2.73,2.104,0.9575,147.153,234.416,218.169,218.992
2025-03-21T02:15:00.000Z,METER-001,TCMData,10057.436692,50.024,931.345,4.661,4.134,4.342,0.934,356.218,227.858,236.349,218.884
2025-03-21T02:15:00.000Z,METER-002,TCMData,5028.733043,49.969,556.824,2.092,2.824,2.809,0.9663,148.356,235.366,218,218
2025-03-21T02:30:00.000Z,METER-001,TCMData,10057.658608,49.974,887.666,5.055,4.653,4.293,0.8344,586.31,226.922,237.358,219.56
2025-03-21T02:30:00.000Z,METER-002,TCMData,5028.862836,49.985,519.17,2.7,2.63,1.892,0.9644,142.414,234.885,218,218
2025-03-21T02:45:00.000Z,METER-001,TCMData,10057.909326,49.978,1002.872,5.381,5.396,3.112,0.9515,324.119,226.931,236.21,219.8
2025-03-21T02:45:00.000Z,METER-002,TCMData,5028.99253,50.052,518.776,2.505,2.352,2.233,0.9799,105.697,235.199,218.535,218.362
2025-03-21T03:00:00.000Z,METER-001,TCMData,10058.155043,49.97,982.868,4.386,4.673,4.451,0.9605,284.618,226.626,235.28,219.733
2025-03-21T03:00:00.000Z,METER-002,TCMData,5029.122801,49.985,521.085,2.743,2.077,2.745,0.9221,218.594,234.86,219.438,218
2025-03-21T03:15:00.000Z,METER-001,TCMData,10058.408128,49.945,1012.338,4.769,4.712,4.959,0.9254,414.742,227.749,234.923,219.224
2025-03-21T03:15:00.000Z,METER-002,TCMData,5029.244195,50.032,485.575,2.583,1.849,2.435,0.9459,166.536,234.471,219.355,218.993
2025-03-21T03:30:00.000Z,METER-001,TCMData,10058.651444,50,973.265,4.722,4.22,4.104,0.987,158.594,226.909,234.741,218.621
2025-03-21T03:30:00.000Z,METER-002,TCMData,5029.335003,49.972,363.233,2.103,2.036,1.879,0.8064,266.377,234.477,220.26,218.957
2025-03-21T03:45:00.000Z,METER-001,TCMData,10058.906429,49.947,1019.939,4.698,4.882,4.4,0.9622,288.579,227.098,235.754,219.513
2025-03-21T03:45:00.000Z,METER-002,TCMData,5029.47935,49.973,577.387,2.725,2.835,2.72,0.9296,228.925,235.175,219.92,220.049
2025-03-21T04:00:00.000Z,METER-001,TCMData,10059.168459,50,1048.119,4.862,4.401,4.881,0.9778,224.784,226.447,236.817,218.848
2025-03-21T04:00:00.000Z,METER-002,TCMData,5029.588728,50.047,437.511,2.105,2.01,2.039,0.9482,146.57,235.342,220.148,219.303
2025-03-21T04:15:00.000Z,METER-001,TCMData,10059.423716,50.057,1021.027,4.786,4.859,4.124,0.9809,202.364,225.973,236.412,218
2025-03-21T04:15:00.000Z,METER-002,TCMData,5029.705616,49.952,467.551,2.408,2.191,2.053,0.9382,172.485,236.259,219.55,218.456
2025-03-21T04:30:00.000Z,METER-001,TCMData,10059.662706,50.043,955.961,4.231,4.526,4.227,0.9723,229.809,226.103,236.955,218.445
2025-03-21T04:30:00.000Z,METER-002,TCMData,5029.830591,50.04,499.9,2.264,2.813,2.067,0.9337,191.682,235.629,219.481,219.413
2025-03-21T04:45:00.000Z,METER-001,TCMData,10059.911123,49.97,993.667,4.988,4.145,4.137,0.9888,149.867,225.06,236.891,219.553
2025-03-21T04:45:00.000Z,METER-002,TCMData,5029.953449,50.039,491.434,1.908,2.526,2.532,0.9425,174.335,236.276,219.059,218.347
2025-03-21T05:00:00.000Z,METER-001,TCMData,10060.148773,49.996,950.599,4.196,4.304,4.685,0.9526,303.631,224.565,237.219,219.37
2025-03-21T05:00:00.000Z,METER-002,TCMData,5030.082492,50.011,516.173,2.437,2.511,2.051,0.9841,93.046,236.401,219.324,218.717
2025-03-21T05:15:00.000Z,METER-001,TCMData,10060.398548,49.994,999.101,4.899,4.866,4.564,0.9228,417.115,224.295,237.338,218.382
2025-03-21T05:15:00.000Z,METER-002,TCMData,5030.193284,49.962,443.169,1.032,3.426,1.627,0.9744,102.207,235.682,218.786,218.248
2025-03-21T05:30:00.000Z,METER-001,TCMData,10060.640632,49.985,968.335,4.606,4.317,4.449,0.9581,289.535,225.107,237.147,218
2025-03-21T05:30:00.000Z,METER-002,TCMData,5030.318666,49.981,501.529,2.27,2.535,2.34,0.9349,190.381,236.642,219.946,219.162
2025-03-21T05:45:00.000Z,METER-001,TCMData,10060.835941,49.961,781.237,4.224,4.339,4.279,0.8043,577.206,224.532,238.175,218
2025-03-21T05:45:00.000Z,METER-002,TCMData,5030.437914,49.987,476.992,2.471,2.096,1.933,0.9765,105.289,235.842,220.831,219.642
2025-03-21T06:00:00.000Z,METER-001,TCMData,10061.390594,50.029,2218.613,10.491,9.998,10.333,0.9531,704.282,224.285,237.412,218
2025-03-21T06:00:00.000Z,METER-002,TCMData,5030.62014,50.04,728.905,3.646,3.649,2.933,0.9483,243.908,235.776,219.993,220.599
2025-03-21T06:15:00.000Z,METER-001,TCMData,10061.875626,49.978,1940.129,8.532,8.896,9.069,0.97,486.331,223.267,238.048,218.054
2025-03-21T06:15:00.000Z,METER-002,TCMData,5030.835362,49.958,860.89,4.24,4.041,4.075,0.9274,347.282,235.732,219.138,221.255
2025-03-21T06:30:00.000Z,METER-001,TCMData,10062.360388,50.019,1939.049,9.149,8.998,8.692,0.9553,600.209,223.273,238.484,218.902
2025-03-21T06:30:00.000Z,METER-002,TCMData,5031.072724,49.978,949.448,4.493,4.1,4.559,0.9599,277.26,236.593,219.628,220.62
2025-03-21T06:45:00.000Z,METER-001,TCMData,10062.78692,49.998,1706.129,8.052,7.826,7.945,0.9471,577.898,222.994,238.346,219.193
2025-03-21T06:45:00.000Z,METER-002,TCMData,5031.372376,50.046,1198.61,5.252,5.46,5.401,0.9867,197.775,237.262,220.689,220.612
2025-03-21T07:00:00.000Z,METER-001,TCMData,10063.353313,50.029,2265.57,10.926,10.894,10.164,0.9381,836.749,223.991,237.234,218.398
2025-03-21T07:00:00.000Z,METER-002,TCMData,5031.579831,49.957,829.821,2.749,4.66,4.285,0.9402,300.639,236.962,221.152,221.186
2025-03-21T07:15:00.000Z,METER-001,TCMData,10063.877786,50.001,2097.893,10.251,9.32,10.27,0.9347,797.606,222.828,236.083,218
2025-03-21T07:15:00.000Z,METER-002,TCMData,5031.782076,50.001,808.981,3.737,3.69,3.725,0.961,232.774,237.032,221.443,220.881
2025-03-21T07:30:00.000Z,METER-001,TCMData,10064.418297,49.975,2162.045,9.585,9.544,10.387,0.9725,517.343,222.657,237.196,218
2025-03-21T07:30:00.000Z,METER-002,TCMData,5031.966724,49.965,738.59,3.285,3.491,3.8,0.9255,302.266,236.325,221.278,221.494
2025-03-21T07:45:00.000Z,METER-001,TCMData,10064.92286,49.96,2018.25,8.955,9.605,9.403,0.9592,595.051,222.972,236.191,218.065
2025-03-21T07:45:00.000Z,METER-002,TCMData,5032.218478,49.946,1007.015,4.572,4.483,5.191,0.9379,372.321,235.325,221.669,221.303
2025-03-21T08:00:00.000Z,METER-001,TCMData,10065.591332,49.962,2673.888,12.609,12.773,12.77,0.9323,1037.712,223.388,235.212,218
2025-03-21T08:00:00.000Z,METER-002,TCMData,5032.651345,50.045,1731.468,8.38,8.494,8.164,0.92,737.429,234.828,221.188,220.471
2025-03-21T08:15:00.000Z,METER-001,TCMData,10066.482436,49.958,3564.416,16.857,16.658,17.246,0.933,1374.991,222.628,235.698,219.033
2025-03-21T08:15:00.000Z,METER-002,TCMData,5033.011838,50.054,1441.973,6.348,7.125,7.299,0.9226,603.085,235.796,220.44,221.004
2025-03-21T08:30:00.000Z,METER-001,TCMData,10067.415719,49.993,3733.132,16.83,16.742,17.318,0.9754,844.457,222.128,236.145,218.63
2025-03-21T08:30:00.000Z,METER-002,TCMData,5033.425336,49.949,1653.993,7.275,8.094,7.254,0.9724,396.971,235.215,221.583,219.9
2025-03-21T08:45:00.000Z,METER-001,TCMData,10068.21664,50.022,3203.682,14.399,15.288,14.802,0.9544,1001.858,222.652,236.86,219.537
2025-03-21T08:45:00.000Z,METER-002,TCMData,5033.783773,49.942,1433.748,6.375,6.854,6.128,0.9825,271.427,235.048,222.499,220.898
2025-03-21T09:00:00.000Z,METER-001,TCMData,10069.142615,50.058,3703.899,17.357,17.063,16.835,0.9602,1077.782,221.66,236.626,219.065
2025-03-21T09:00:00.000Z,METER-002,TCMData,5034.2449,50.008,1844.508,8.863,8.722,8.222,0.9451,638.008,235.847,223.681,221.142
2025-03-21T09:15:00.000Z,METER-001,TCMData,10069.807801,50.051,2660.742,12.395,12.6,12.335,0.9481,891.97,221.114,235.817,219.647
2025-03-21T09:15:00.000Z,METER-002,TCMData,5034.589371,50.017,1377.886,6.331,6.541,6.73,0.9324,534.044,235.997,222.495,220.019
2025-03-21T09:30:00.000Z,METER-001,TCMData,10070.464715,50.028,2627.656,12.555,12.427,12.261,0.9386,965.901,219.985,236.493,220.032
2025-03-21T09:30:00.000Z,METER-002,TCMData,5034.856115,49.954,1066.975,5.966,6.001,5.386,0.8153,757.831,235.485,222.523,220.74
2025-03-21T09:45:00.000Z,METER-001,TCMData,10071.41411,49.954,3797.581,18.272,17.787,17.8,0.9384,1398.013,220.542,235.706,219.974
2025-03-21T09:45:00.000Z,METER-002,TCMData,5035.25488,49.99,1595.061,7.505,6.827,7.289,0.9792,330.48,235.046,222.804,220.225
2025-03-21T10:00:00.000Z,METER-001,TCMData,10072.329052,49.986,3659.77,16.417,16.801,16.292,0.9848,645.694,220.044,235.328,220.176
2025-03-21T10:00:00.000Z,METER-002,TCMData,5035.647842,49.962,1571.848,7.387,7.577,7.619,0.9214,662.885,235.498,223.407,220.961
2025-03-21T10:15:00.000Z,METER-001,TCMData,10072.904951,50.028,2303.597,10.543,11.087,10.938,0.9436,808.056,220.856,234.595,219.172
2025-03-21T10:15:00.000Z,METER-002,TCMData,5036.023171,49.99,1501.318,7.534,6.784,6.598,0.9499,494.227,236.496,222.747,220.84
2025-03-21T10:30:00.000Z,METER-001,TCMData,10073.83643,50.023,3725.917,17.557,17.282,18.109,0.9387,1368.373,220.989,234.637,219.062
2025-03-21T10:30:00.000Z,METER-002,TCMData,5036.50845,49.989,1941.115,8.654,8.615,9.225,0.9651,526.431,237.403,223.844,221.952
2025-03-21T10:45:00.000Z,METER-001,TCMData,10074.455393,50.003,2475.85,13.542,13.324,13.495,0.8178,1742.297,221.004,234.362,219.729
2025-03-21T10:45:00.000Z,METER-002,TCMData,5036.918258,50.054,1639.233,7.73,7.007,7.582,0.9679,425.963,237.573,223.767,221.603
2025-03-21T11:00:00.000Z,METER-001,TCMData,10075.126587,50.051,2684.776,12.595,12.277,12.021,0.9696,677.378,220.679,234.548,220.247
2025-03-21T11:00:00.000Z,METER-002,TCMData,5037.295259,49.952,1508.003,7.298,7.809,6.475,0.9215,635.478,237.696,223.9,220.793
2025-03-21T11:15:00.000Z,METER-001,TCMData,10075.990344,49.951,3455.03,16.002,15.379,15.751,0.9794,711.537,220.654,233.691,219.249
2025-03-21T11:15:00.000Z,METER-002,TCMData,5037.679601,50.022,1537.367,7.166,7.384,7.145,0.9349,583.552,236.919,223.645,221.569
2025-03-21T11:30:00.000Z,METER-001,TCMData,10076.874815,50.001,3537.883,17.594,16.604,15.345,0.9529,1126.267,220.893,233.925,219.648
2025-03-21T11:30:00.000Z,METER-002,TCMData,5038.044967,50.04,1461.465,7.027,6.898,6.597,0.9412,524.522,237.237,223.327,220.405
2025-03-21T11:45:00.000Z,METER-001,TCMData,10077.471339,50.001,2386.097,11.52,10.768,11.297,0.9495,788.205,220.801,233.495,219.104
2025-03-21T11:45:00.000Z,METER-002,TCMData,5038.394809,49.964,1399.37,6.624,6.219,6.98,0.9297,554.549,238.386,223.537,221.51
2025-03-21T12:00:00.000Z,METER-001,TCMData,10078.091496,50.044,2480.63,11.88,11.46,11.536,0.9499,816.225,220.895,234.583,218.437
2025-03-21T12:00:00.000Z,METER-002,TCMData,5038.741975,50.003,1388.663,6.03,6.415,6.076,0.9863,231.85,239.075,224.684,220.426
2025-03-21T12:15:00.000Z,METER-001,TCMData,10078.978889,49.983,3549.574,16.829,16.705,15.711,0.9659,951.903,219.746,233.889,218
2025-03-21T12:15:00.000Z,METER-002,TCMData,5039.152988,49.968,1644.051,7.537,7.761,7.543,0.9501,539.658,238.902,223.518,219.389
2025-03-21T12:30:00.000Z,METER-001,TCMData,10079.902111,50.039,3692.888,16.968,16.641,16.967,0.9796,757.454,218.71,234.121,218
2025-03-21T12:30:00.000Z,METER-002,TCMData,5039.651157,49.991,1992.675,9.182,8.946,8.916,0.9747,457.425,237.803,223.548,219.038
2025-03-21T12:45:00.000Z,METER-001,TCMData,10080.61071,49.947,2834.398,13.717,13.337,13.756,0.9334,1089.79,218.583,233.097,218.021
2025-03-21T12:45:00.000Z,METER-002,TCMData,5040.113331,49.957,1848.697,8.709,8.063,8.508,0.9667,489.444,237.617,223.309,219.922
2025-03-21T13:00:00.000Z,METER-001,TCMData,10081.377483,50.029,3067.09,14.748,14.137,14.266,0.9543,960.18,218.878,233.442,218
2025-03-21T13:00:00.000Z,METER-002,TCMData,5040.436797,49.966,1293.865,6.24,5.632,5.88,0.9615,369.806,238.079,223.329,220.819
2025-03-21T13:15:00.000Z,METER-001,TCMData,10082.146982,49.958,3077.995,14.585,15.094,14.535,0.9354,1163.67,218.229,233.592,218
2025-03-21T13:15:00.000Z,METER-002,TCMData,5040.809548,50.032,1491.004,6.719,6.622,6.724,0.9797,305.377,237.121,223.902,221.641
2025-03-21T13:30:00.000Z,METER-001,TCMData,10082.889994,49.961,2972.048,13.456,14.262,13.888,0.9568,903.644,219.309,233.916,218.727
2025-03-21T13:30:00.000Z,METER-002,TCMData,5041.257796,50.031,1792.992,9.378,7.997,6.877,0.975,408.86,238.25,223.588,220.64
2025-03-21T13:45:00.000Z,METER-001,TCMData,10083.693401,50.032,3213.628,15.417,14.958,15.662,0.9325,1244.61,218.78,235.084,219.845
2025-03-21T13:45:00.000Z,METER-002,TCMData,5041.726988,50.034,1876.77,9.266,8.525,8.4,0.9445,652.541,238.681,224.504,219.606
2025-03-21T14:00:00.000Z,METER-001,TCMData,10084.327997,50.049,2538.383,12.47,13.247,10.965,0.9232,1056.51,218.255,235.987,220.35
2025-03-21T14:00:00.000Z,METER-002,TCMData,5042.138163,49.982,1644.7,7.14,7.247,7.839,0.9739,383.237,238.599,224.55,220.701
2025-03-21T14:15:00.000Z,METER-001,TCMData,10085.281266,50.016,3813.077,16.901,17.413,17.287,0.9855,657.315,218,236.678,220.18
2025-03-21T14:15:00.000Z,METER-002,TCMData,5042.473732,50.017,1342.276,5.912,5.953,6.193,0.9803,270.592,238.13,223.722,220.581
2025-03-21T14:30:00.000Z,METER-001,TCMData,10086.086026,50.043,3219.04,16.259,18.64,16.503,0.8336,2132.669,218,237.266,220.825
2025-03-21T14:30:00.000Z,METER-002,TCMData,5042.871309,49.94,1590.307,7.626,7.08,7.023,0.9623,449.455,239.324,223.931,221.256
2025-03-21T14:45:00.000Z,METER-001,TCMData,10086.889547,50.01,3214.084,14.395,15.25,14.729,0.9623,908.901,218.94,238.387,220.115
2025-03-21T14:45:00.000Z,METER-002,TCMData,5043.184474,50.054,1252.659,5.67,5.574,6.199,0.9443,436.474,240.406,223.112,220.903
2025-03-21T15:00:00.000Z,METER-001,TCMData,10087.574236,50.032,2738.755,14.193,14.238,14.593,0.845,1733.296,218.421,239.133,220.444
2025-03-21T15:00:00.000Z,METER-002,TCMData,5043.500089,50.001,1262.461,5.568,6.367,5.463,0.9543,395.231,240.413,223.013,220.89
2025-03-21T15:15:00.000Z,METER-001,TCMData,10088.140864,50.051,2266.51,10.73,10.882,10.281,0.9408,816.604,219.239,239.905,220.706
2025-03-21T15:15:00.000Z,METER-002,TCMData,5043.843959,50.029,1375.481,5.97,6.269,6.378,0.9741,319.045,239.486,222.454,220.674
2025-03-21T15:30:00.000Z,METER-001,TCMData,10088.868033,50.036,2908.675,13.599,12.968,13.138,0.9707,720.378,220.042,238.961,220.222
2025-03-21T15:30:00.000Z,METER-002,TCMData,5044.141029,50.012,1188.282,5.31,5.465,5.789,0.9442,414.501,239.817,222.173,221.809
2025-03-21T15:45:00.000Z,METER-001,TCMData,10089.435146,50.012,2268.453,12.215,12.398,11.738,0.8279,1537.058,220.769,238.108,219.548
2025-03-21T15:45:00.000Z,METER-002,TCMData,5044.671799,50.003,2123.081,9.604,9.65,9.688,0.966,568.051,240.327,222.192,220.911
2025-03-21T16:00:00.000Z,METER-001,TCMData,10090.433036,49.964,3991.559,17.975,18.253,18.377,0.9723,959.1,220.831,237.108,218.675
2025-03-21T16:00:00.000Z,METER-002,TCMData,5045.054283,49.993,1529.937,7.895,6.823,6.521,0.948,513.429,240.917,223.196,219.734
2025-03-21T16:15:00.000Z,METER-001,TCMData,10091.06967,50.014,2546.537,11.857,11.344,11.807,0.9702,636.451,220.203,236.379,218.225
2025-03-21T16:15:00.000Z,METER-002,TCMData,5045.554774,50.049,2001.965,9.367,8.821,8.567,0.9831,372.595,241.21,222.95,220.869
2025-03-21T16:30:00.000Z,METER-001,TCMData,10091.94059,49.996,3483.68,16.21,15.983,15.94,0.9672,915.55,220.114,235.388,218
2025-03-21T16:30:00.000Z,METER-002,TCMData,5046.020757,50.031,1863.93,8.519,8.137,8.903,0.9576,560.502,241.188,223.138,221.036
2025-03-21T16:45:00.000Z,METER-001,TCMData,10092.907019,49.955,3865.716,18.153,18.654,18.241,0.9375,1435.29,220.012,236.164,218
2025-03-21T16:45:00.000Z,METER-002,TCMData,5046.368699,49.972,1391.766,6.187,6.544,6.582,0.9461,476.471,241.505,222.31,221.721
2025-03-21T17:00:00.000Z,METER-001,TCMData,10093.764103,50.002,3428.336,16.35,16.099,16.438,0.935,1300.476,220.201,236.827,218
2025-03-21T17:00:00.000Z,METER-002,TCMData,5046.819859,50.055,1804.639,8.581,8.333,8.238,0.9397,656.499,242.513,222.983,221.628
2025-03-21T17:15:00.000Z,METER-001,TCMData,10094.548952,50.031,3139.396,14.162,14.454,14.334,0.9756,706.32,220.176,236.127,218
2025-03-21T17:15:00.000Z,METER-002,TCMData,5047.201998,50.001,1528.554,6.839,6.742,6.763,0.9825,289.991,243.376,222.222,222.669
2025-03-21T17:30:00.000Z,METER-001,TCMData,10095.348066,50.053,3196.456,15.683,14.958,15.018,0.9335,1227.445,221.173,235.75,218
2025-03-21T17:30:00.000Z,METER-002,TCMData,5047.658761,49.993,1827.051,8.72,8.572,8.342,0.9312,715.37,243.182,222.203,223.476
2025-03-21T17:45:00.000Z,METER-001,TCMData,10095.95942,50.024,2445.414,11.633,12.164,11.537,0.9222,1025.189,220.94,236.47,218
2025-03-21T17:45:00.000Z,METER-002,TCMData,5048.030041,49.992,1485.122,6.928,6.882,6.825,0.9384,547.047,243.746,222.135,224.373
2025-03-21T18:00:00.000Z,METER-001,TCMData,10096.590494,50.02,2524.297,12.446,11.656,12.146,0.9272,1019.861,221.955,236.026,218
2025-03-21T18:00:00.000Z,METER-002,TCMData,5048.35626,49.942,1304.877,5.829,5.782,6.186,0.9559,400.832,242.579,222.836,224.915
2025-03-21T18:15:00.000Z,METER-001,TCMData,10097.541193,49.972,3802.796,17.181,17.572,17.322,0.9712,933.129,221.608,236.789,218.323
2025-03-21T18:15:00.000Z,METER-002,TCMData,5048.705524,50.001,1397.058,6.265,6.444,6.498,0.9479,469.645,243.6,222.883,224.164
2025-03-21T18:30:00.000Z,METER-001,TCMData,10098.09816,50.016,2227.867,10.404,10.162,9.703,0.9783,471.634,221.41,237.712,218
2025-03-21T18:30:00.000Z,METER-002,TCMData,5049.194799,49.972,1957.101,8.988,8.67,8.122,0.9868,321.459,244,223.115,225.279
2025-03-21T18:45:00.000Z,METER-001,TCMData,10098.69227,49.95,2376.442,11.671,11.064,11.494,0.9221,996.949,222.198,237.415,218
2025-03-21T18:45:00.000Z,METER-002,TCMData,5049.634901,49.978,1760.406,8.108,8.476,8.123,0.9268,713.413,244,223.533,224.377
2025-03-21T19:00:00.000Z,METER-001,TCMData,10099.201913,49.987,2038.572,9.518,9.528,9.487,0.9486,680.331,221.138,237.996,218.751
2025-03-21T19:00:00.000Z,METER-002,TCMData,5049.944571,50.009,1238.679,5.281,5.533,5.565,0.9867,204.436,243.364,222.723,223.756
2025-03-21T19:15:00.000Z,METER-001,TCMData,10099.660029,50.006,1832.464,8.623,8.749,8.441,0.943,646.893,222.028,237.515,218
2025-03-21T19:15:00.000Z,METER-002,TCMData,5050.295622,49.949,1404.205,6.372,6.161,6.579,0.959,415.172,243.761,222.177,223.623
2025-03-21T19:30:00.000Z,METER-001,TCMData,10100.283551,50.008,2494.089,11.273,11.126,11.958,0.9634,694.475,222.769,237.411,218
2025-03-21T19:30:00.000Z,METER-002,TCMData,5050.569839,50.058,1096.869,5.027,4.491,5.615,0.9473,370.906,242.778,221.404,224.446
2025-03-21T19:45:00.000Z,METER-001,TCMData,10100.736838,49.941,1813.149,8.867,8.957,8.268,0.9211,766.538,222.9,238.144,218
2025-03-21T19:45:00.000Z,METER-002,TCMData,5050.784672,50.039,859.334,3.63,3.692,4.388,0.9586,255.215,243.312,221.803,223.871
2025-03-21T20:00:00.000Z,METER-001,TCMData,10101.294104,49.945,2229.063,10.211,10.061,9.678,0.9847,395.115,223.355,238.928,218
2025-03-21T20:00:00.000Z,METER-002,TCMData,5051.132937,49.99,1393.06,6.227,6.14,6.088,0.9883,215.323,243.896,220.693,222.812
2025-03-21T20:15:00.000Z,METER-001,TCMData,10101.787838,50.051,1974.936,9.154,8.493,9.282,0.9704,491.248,223.003,238.627,218.529
2025-03-21T20:15:00.000Z,METER-002,TCMData,5051.453095,50,1280.632,5.819,5.862,5.592,0.972,309.781,243.033,219.627,223.84
2025-03-21T20:30:00.000Z,METER-001,TCMData,10102.378897,49.955,2364.234,10.763,11.334,10.884,0.9485,789.942,222.556,238.971,218.672
2025-03-21T20:30:00.000Z,METER-002,TCMData,5051.683964,49.962,923.477,4.074,4.397,4.453,0.933,356.347,243.672,220.602,224.976
2025-03-21T20:45:00.000Z,METER-001,TCMData,10102.893029,49.968,2056.526,9.685,9.856,9.563,0.9336,789.217,222.796,239.18,219.192
2025-03-21T20:45:00.000Z,METER-002,TCMData,5051.964802,49.967,1123.352,5.061,5.629,4.83,0.9466,382.75,243.241,219.486,225.507
2025-03-21T21:00:00.000Z,METER-001,TCMData,10103.516057,49.977,2492.113,12.104,11.623,11.914,0.9231,1038.332,222.584,239.237,219.925
2025-03-21T21:00:00.000Z,METER-002,TCMData,5052.297122,50.019,1329.281,6.065,6.046,6.172,0.9517,428.747,242.639,220.51,224.375
2025-03-21T21:15:00.000Z,METER-001,TCMData,10104.147466,50.043,2525.637,11.92,11.404,11.25,0.9648,688.075,222.187,239.562,219.662
2025-03-21T21:15:00.000Z,METER-002,TCMData,5052.602494,50.008,1221.487,5.812,5.611,5.485,0.9441,426.316,243.705,220.251,224.67
2025-03-21T21:30:00.000Z,METER-001,TCMData,10104.576581,49.97,1716.462,8.475,7.512,8.304,0.9347,652.626,221.366,239.303,219.705
2025-03-21T21:30:00.000Z,METER-002,TCMData,5052.815249,50.027,851.021,4.296,3.583,3.802,0.9529,270.864,243.328,219.285,225.481
2025-03-21T21:45:00.000Z,METER-001,TCMData,10105.187463,49.986,2443.528,9.5,11.908,11.913,0.9708,603.4,221.049,238.977,219.794
2025-03-21T21:45:00.000Z,METER-002,TCMData,5053.059276,50.006,976.108,4.676,4.157,4.31,0.9701,244.102,243.125,220.388,225.491
2025-03-21T22:00:00.000Z,METER-001,TCMData,10105.830995,49.988,2574.126,12.051,11.91,12.089,0.9459,882.873,222.14,238.66,218.599
2025-03-21T22:00:00.000Z,METER-002,TCMData,5053.340882,49.967,1126.426,5.308,5.364,5.183,0.9276,453.69,243.541,221.254,224.577
2025-03-21T22:15:00.000Z,METER-001,TCMData,10106.274156,49.948,1772.643,9.716,9.036,8.975,0.8489,1103.678,221.387,237.888,218.514
2025-03-21T22:15:00.000Z,METER-002,TCMData,5053.640508,49.961,1198.505,5.281,5.607,5.154,0.9739,279.188,244,222.128,224.28
2025-03-21T22:30:00.000Z,METER-001,TCMData,10106.868785,49.961,2378.516,11.013,10.392,10.69,0.985,416.271,221.488,237.522,218.116
2025-03-21T22:30:00.000Z,METER-002,TCMData,5053.978997,50.042,1353.955,6.124,6.04,6.638,0.9396,493.118,244,221.864,223.878
